utterance,intent,Sentiment
where do I lodge a consumer complaint for a service?,complaint,Negative
ask an agent to lodge a consumer complaint for a service,complaint,Negative
"I'm not happy with the service, make a consumer complaint",complaint,Negative
can u ask an agent where to file a complaint?,complaint,Negative
"please, can u ask an agent if i can lodge a complaint for a service?",complaint,Neutral
"I'm discontent with the service, how can I lodge a consumer complaint?",complaint,Negative
how do i lodge  a consumer complaint for a service?,complaint,Negative
how do i file a consumer complaint for a service?,complaint,Negative
"I am not happy with the service, could I file a consumer complaint?",complaint,Negative
how can i lodge a ccomplaint for a service?,complaint,Neutral
"I'm discontent with the service, what should I do to lodge a consumer complaint?",complaint,Negative
im not happy with the service and i wanna lodge a consumer complaint,complaint,Negative
where do I file a complaint for a service?,complaint,Negative
whree can I make a complaint?,complaint,Negative
help me lodge a consumer complaint,complaint,Positive
"I don't like the service, how do I submit a complaint?",complaint,Negative
"please, could you ask an agent how I could make a consumer complaint?",complaint,Neutral
ask an agent if i can make a consumer complaint,complaint,Negative
"I'm discontent with the service, can you file a fucking complaint, please?",complaint,Neutral
"please, ask an agent how to lodge a complaint",complaint,Neutral
where do i lodge a complaint?,complaint,Negative
"I'm discontent with the service, what do I have to do to submit a complaint?",complaint,Negative
can i make a consumer complaint?,complaint,Negative
"i dont like the service, can i lodge a complaint?",complaint,Negative
where do I make a complaint?,complaint,Negative
"I'm not happy with the service, can you submit a consumer complaint?",complaint,Negative
ask an agent how to file an consumer complaint,complaint,Negative
"I'm not happy with the service, what can I do to make a consumer complaint?",complaint,Negative
"im discontent with the service, how can i file a complaint?",complaint,Negative
where to lodge a consumer complaint for a service,complaint,Negative
"I want to submit a complaint for a service, what should I do?",complaint,Negative
"I don't like the service, can I file a consumer complaint?",complaint,Negative
ask an agent how to file a complaint,complaint,Negative
"I'm not happy with the service, can I make a complaint?",complaint,Negative
I need help making a consumer complaint for a service,complaint,Positive
"i dont like the service, what do i have to do to submit a complaint?",complaint,Negative
"I'm not happy with the service, how do I lodge a complaint?",complaint,Negative
I'm not happy with the service and I want to make a consumer complaint,complaint,Negative
"I want toi make a consumer complaint, can you help me?",complaint,Positive
"I'm discontent with the service, help me make a consumer complaint",complaint,Positive
i dont like the service and i wanna file a consumer complaint,complaint,Negative
"I'm discontent with the service, how do I submit a consumer complaint?",complaint,Negative
"I don't like the service, can I lodge a consumer complaint?",complaint,Negative
how can i lodge a fucking consumer complaint?,complaint,Negative
"im not happy with the service, how do i submit a complaint?",complaint,Negative
"I want to submit a consumer complaint for a service, what can I do?",complaint,Negative
i need help lodging a complaint for a service,complaint,Positive
"i dont like the service, can i make a complaint?",complaint,Negative
"I don't like th service, file a consumer complaint",complaint,Negative
can u ask an agent if i can file a complaint for a service?,complaint,Negative
how to file a consumer complaint,complaint,Negative
"I don't like the service, can you lodge a complaint?",complaint,Negative
"I'm discontent with the service, I need help submitting a complaint",complaint,Positive
"I want to file a consumer complaint for a service, what should I do?",complaint,Negative
I need help lodging a consumer complaint,complaint,Positive
"I don't like the service, how do I file a consumer complaint?",complaint,Negative
how do I make a complaimt?,complaint,Neutral
"i want to lodge a consumer complaint, what can i do?",complaint,Negative
where do I make a consumer complaint?,complaint,Negative
"I'm not happy with the service, how can I make a complaint?",complaint,Negative
"I'm discontent with the service, I need help suybmitting a ufcking complaint",complaint,Positive
how can I make a consumer complaint for a service?,complaint,Negative
where can I lodge a consumer complaint for a service?,complaint,Negative
"can u ask an agent to file a fucking consumer complaint, please?",complaint,Neutral
"i want to lodge a complaint for a service, can u help me?",complaint,Positive
"I don't like the service, what should I do to make a consumer complaint?",complaint,Negative
can u ask an agent if i can file a complaint?,complaint,Negative
"I don't like the service, how do I lodge a complaint?",complaint,Negative
"I'm discontent withh the service, lodge a complaint",complaint,Negative
"i wanna make a complaint, what do i have to do?",complaint,Negative
"I'm not happy with the service, can I file a complaint?",complaint,Negative
"I'm discontent with the service, could you lodge a fucking complaint, please?",complaint,Neutral
where do i file a consumer complaint for a service?,complaint,Negative
I'm not happy with the service and I want to lodge a consumer complaint,complaint,Negative
"I don't like the service, what should I do to lodge a complaint?",complaint,Negative
"I want to make a consumer complaint for a service, can you help me?",complaint,Positive
"I'm not happy with the service, help me lodge a complaint",complaint,Negative
"i wanna make a consumer complaint for a service, what do i have to do?",complaint,Negative
"I don't like the service, lodge a complaint",complaint,Negative
"i want to file  a consumer complaint, can u help me?",complaint,Positive
im not happy with the service and i wanna file a consumer complaint,complaint,Negative
"could you ask an agent where to file a complaint for a service, please?",complaint,Neutral
"i want to submit a complaint for a service, what should i do?",complaint,Negative
"I'm not happy with the service, what do I have to do to lodge a consumer complaint?",complaint,Negative
"i want to lodge a complaint, what should i do?",complaint,Negative
"please, can u ask an agent how to file a consumer complainty?",complaint,Positive
I want to file a consumer complaint for a service,complaint,Negative
can u ask an agent to file a complaint?,complaint,Negative
"I'm discontent with the service, can I submit a complaint?",complaint,Negative
"I'm discontent with the service, how can I lodge a complaint?",complaint,Negative
"I don't like the service, can I lodge a complaint?",complaint,Negative
"I want to make a complaint for a service, what can I do?",complaint,Negative
"I'm not happy with the service, file a consumer complaint",complaint,Negative
i wanna file a complaint,complaint,Negative
ask an agent how to make a consumer complaint,complaint,Negative
"im discontent with the service, help me submit a complaint",complaint,Positive
where to lodge a complaint,complaint,Negative
"im discontent with the service, can i make a consumer complaint?",complaint,Negative
I need help filing a consumer complaint for a service,complaint,Positive
"I don't like the service, I need help filing a consumer complaint",complaint,Negative
"I'm discontent with the service and I would like to file a consumer complaint, please",complaint,Positive
"I'm not happy with the service, help me make a complaintg",complaint,Negative
"I don't like the service, how do I make a complaint?",complaint,Negative
I am not happy with the service and I want to lodge a complaint,complaint,Negative
"I'm discontent with the service, how do I submit a complaint?",complaint,Negative
"I'm not happy with the service, I need help submitting a complaint",complaint,Negative
can I lodge a complaint for a service?,complaint,Negative
how to make a consumer complaint for a service,complaint,Negative
"I am not happy with the service, could you submit a consumer complaint?",complaint,Negative
where could I file an complaint?,complaint,Negative
"I'm not happy with the service, what can I do to file a consumer complaint?",complaint,Negative
"i wanna file a complaint, what can i do?",complaint,Negative
"I'm discontent with the service, how can I file a consumer complaint?",complaint,Negative
"I don't like the service, canI file a complaint?",complaint,Negative
"could you ask an agent to make a consumer complaint, please?",complaint,Neutral
how do i lodge a complaint for a service?,complaint,Negative
I'm discontent with the service and I want to lodge a consumer complaint,complaint,Negative
"I don't like the service, what do I have to do to lodge a complaint?",complaint,Negative
how can i file a consumer complsint for a service?,complaint,Neutral
"can u ask an agent where i could make a complaint for a service, please?",complaint,Neutral
"please, can you ask an agent if I could lodge a fucking complaint for a service?",complaint,Neutral
I need help filing a complaint for a service,complaint,Positive
"I want to  lodge a consumer complaint, what do I have to do?",complaint,Negative
how do I file a consumer complaint for a service?,complaint,Negative
where to make a consumer complaint,complaint,Negative
"i wana filea consumer complaint for a service, can u help me?",complaint,Positive
"I'm not happy with the service, can I submit a complaint?",complaint,Negative
where do I make a complaint for a service ?,complaint,Negative
"i wanna file a complaint, what should i do?",complaint,Negative
"im discontent with the service, could u submit a fucking consumer complaint, please?",complaint,Neutral
"I'm discontent with the service, can you make a complaint?",complaint,Negative
i dont like the service and i wanna submit a consumer complaint,complaint,Negative
"I want to file a consumer complaint for a service, can you help me?",complaint,Positive
can I make a consumer complaint for a service?,complaint,Negative
"I don't like the service, what can I do to lodge a complaint?",complaint,Negative
"I want to submit a consumer complaint, what do I have to do?",complaint,Negative
"im not happy with the service, what can i do to submit a fucking consumer complaint?",complaint,Negative
how to make a complaint for a service,complaint,Negative
how do I make a consumer complaint for a service?,complaint,Negative
"I'm discontent with the service, lodge a consumer complaint",complaint,Negative
"im not happy with the service, can u lodge a complaint?",complaint,Negative
can I lodge a consumer complaint for a service?,complaint,Negative
"i wanna lodge a consumer complaint for a service, what should i do?",complaint,Negative
im discontent with the service and i wanna lodge a consumer complaint,complaint,Negative
"can you ask an agent where to make a fucking consumer complaint for a service, please?",complaint,Neutral
I want to make a consumer complaint for a service,complaint,Negative
I don't like the service and I want to submit a complaint,complaint,Negative
"I don't like the service, help me make a complaint",complaint,Negative
"I'm not happy with the service, can I file a consumer omplaint?",complaint,Negative
"im not haappy with the service, file a consumer complaint, please",complaint,Neutral
I wnt to file a consumer complaint,complaint,Negative
"I don't like the service, how do I lodge a consumer complaint?",complaint,Negative
I'm nor happy with the serviceand I want to submit a consumer complaint,complaint,Negative
i dont like the service and i wanna make a complaint,complaint,Negative
"I'm discontent  with the service, submit a complaint",complaint,Negative
help me lodge a complaint for a service,complaint,Positive
"i dont like the service, what should i do to submit a consumer complaint?",complaint,Negative
"ask an agent how i can make a consumer complaint, please",complaint,Neutral
where do I make a consumer complaint for a service?,complaint,Negative
"I'm not happy with the service, can you make a consumer complaint?",complaint,Negative
how can i lodge a complaint?,complaint,Negative
"im discontent with the service, what should i do to make a complaint?",complaint,Negative
I need help lodging a consumer complaint for a service,complaint,Positive
"I'm discontent with the service, I need help lodging a complaint",complaint,Positive
"please, can u ask an agent where to lodge a fucking complaint for a service?",complaint,Neutral
"I'm discontent with the service, how do I lodge a complaint?",complaint,Negative
"please, ask an agent where I can lodge a complaint",complaint,Neutral
I want to lodge a complaint for a service,complaint,Negative
how could i file a complaint?,complaint,Negative
"i dont like the service, how can i make a complaint?",complaint,Negative
"im not happy with the service, make a complaint, please",complaint,Negative
where to make a consumer complaint for a service,complaint,Negative
I need help making a complaint,complaint,Positive
i wanna lodge an complaint fvor a service,complaint,Negative
"please, ask an agent how to make a complaint",complaint,Neutral
"im discontent with the service, can i file a consumer complaint?",complaint,Negative
"i want to submit a complaint fora service, what do i have to do?",complaint,Negative
"I don't like the service, submit a complaint",complaint,Negative
"I want to submit a consumer complaint for a service, can you help me?",complaint,Positive
"I'm discontent with the service, how do I make a consumer complaint?",complaint,Negative
"I'm discontent with the service, help me file a complaint",complaint,Positive
"I'd like to submit a consumer complaint for a service, what should I do?",complaint,Positive
"I don't like the service, can I submit a consumer complaint?",complaint,Negative
"I'm not happy with the service, can you make a complaint?",complaint,Negative
I need help filing a consumer complaint,complaint,Positive
"I'm discontent with the service, can you file a consumer complaint?",complaint,Negative
can u ask an agent how i can file a complaint for a service?,complaint,Negative
"I'm not happy with the service, what can I do to lodge a complaint?",complaint,Negative
how can I make a consumer complaint?,complaint,Negative
can u ask an agent how i can lodge a complaint?,complaint,Negative
can I lodge a consumer complaint?,complaint,Negative
"I don't like the service , submit a consumer complaint",complaint,Negative
"I want to lodge a complaint fir a service, what do I have to do?",complaint,Negative
how to make a complaint,complaint,Negative
"I want to make a complaint, what do I have to do?",complaint,Negative
"I want to submit a complaint for a service , what do I have to do?",complaint,Negative
"ask an agent where I can lodge a consumer complaint for a service, please",complaint,Neutral
"i dont like the service, i need help making a complaint, pleaes",complaint,Negative
"I don't like the service, I need help making a consumer complaint",complaint,Negative
I want to lodge a consumer complaint,complaint,Negative
I don't like the service and I want to lodge a complaint,complaint,Negative
"I don't like the service, what should I do to file a consumer complaint?",complaint,Negative
can I make a complaint for a service?,complaint,Negative
"please, could you ask an agent where I can file a consumer complaint?",complaint,Neutral
"i wanna make a consumer complaint fror a service, can u help me?",complaint,Positive
I need help making a consumer complaint,complaint,Positive
"I don't like the service , help me submit a complaint",complaint,Negative
ask an agent where to make a consumer complaint for a service,complaint,Negative
"im not happy with the service, make a consumer complaint",complaint,Negative
"please, could you ask an agent where I could file a consumer complaint for a service?",complaint,Neutral
"I don't like the service, what should I do to make a complaint?",complaint,Negative
"I am not happy with the service, help mefile a consumer complaint, please",complaint,Negative
I don't like the service and I want to submit a consumer complaint,complaint,Negative
"i dont like the service, how do i file a complaint?",complaint,Negative
im discontent with the service and i want to file a consumer complaint,complaint,Negative
"im discontent with the service, make a complaint",complaint,Negative
"I'm not happy with the service, what should I do to file a consumer complaint?",complaint,Negative
"can you ask an agent how I can file a consumer complaint, please?",complaint,Neutral
"I'm not happy with the service, I need help lodging a complaint",complaint,Negative
"i wanna lodge a consumer complaint for a service, what can i do?",complaint,Negative
"im not happy with the service, can u make a consumer complaint?",complaint,Negative
"im discontent with the service, what can i do to make a complaint?",complaint,Negative
"im discontent with the service, help me lodge a consumer complaint",complaint,Positive
where to make a complaint,complaint,Negative
"I'm discontent with the service, how can I make a consumer complaint?",complaint,Negative
"I'm discontent with the service, what should I do to make an consumer complaint?",complaint,Negative
ask an agent how to lodge a consumer complaint,complaint,Negative
"could you ask an agent how I could make a consumer complaint for a service, please?",complaint,Neutral
help me lodge a consumer complaint for a service,complaint,Positive
"I'm not happy with the service, how can I make a consumer complaint?",complaint,Negative
whrre do I file a complaint?,complaint,Negative
how can I file a complaint?,complaint,Negative
"please, ask an agent where to file a fucking consumer complaint",complaint,Neutral
"I don't like the service, what do I have to do to lodge a consumer complaint?",complaint,Negative
"im not happy with the service, i need help filing a consumer complaint",complaint,Negative
ask an agent fi i can lodge a complaint for a service,complaint,Negative
ask an agent where i can logde a complaint for a service,complaint,Negative
"I want to lodge a consumer complaint for a service, what do I have todo?",complaint,Negative
"can u ask an agent where to make a consumer complaint for a service, please?",complaint,Neutral
"I'm not happy with the service, how can I lodge a consumer complaint?",complaint,Negative
how do I file a complaint for a service?,complaint,Negative
"I'm not happy with the service, how do I file a consumer complaint?",complaint,Negative
where can i make a complaint ?,complaint,Negative
"i dont like the service, what do i have to do to lodge a consumer complaint?",complaint,Negative
"please, ask an agent if i could lodge a consumer complaint",complaint,Neutral
"i wanna lodge a complaint for a service, what do i have to do?",complaint,Negative
"I want to submit a consumer complint for a service, what should I do?",complaint,Positive
"I don't lpike the ervice, what should I do to submit a consumer complaint?",complaint,Negative
"I'm discontent with the service, how can I make a complaint?",complaint,Negative
"i wanna lodge a complaint for a service, what can i do?",complaint,Negative
"I'm not happy with the service, what should I do to file a complaint?",complaint,Negative
"I'm not happy with the service, lodge a complaint",complaint,Negative
"please, can u ask an agent how i could file a fucking complaint?",complaint,Neutral
where can i file a complaint for a service?,complaint,Negative
I want to file a complaint,complaint,Negative
can u ask an agent if i can lodge a complaint for a service?,complaint,Negative
"I want to lodge a complaint, what do I have to do?",complaint,Negative
"I'm not happy with the service, how do I submit a consumer complaint?",complaint,Negative
"please, could you ask an agent to file a consumer complaint?",complaint,Neutral
"I'm not happy with the service, how can I submit a complaint?",complaint,Negative
"I'm not happy with the service, how do I make a complaint?",complaint,Negative
help me file a consumer complaint for a service,complaint,Positive
"I want to file a consumer complaint, what can I do?",complaint,Negative
I'm not happy with the service and I want to file a complaint,complaint,Negative
"I want to file a complaint for a service, what do I have to do?",complaint,Negative
"I want to submit a consumer complaint for a service, what do I have to do?",complaint,Negative
"I'm discontent with the service, can I lodge a consumer complaint?",complaint,Negative
how do I fiel a consumer complaint?,complaint,Negative
"im discontent with  the service, i need help making a complaint",complaint,Positive
"I want to submit a complaint, what should I do?",complaint,Negative
"im not happy with the service, what do i have to do to make a complaint?",complaint,Negative
where do i file a complaint?,complaint,Negative
can i file a complaint?,complaint,Negative
"I don't like the service, what can I do to submit a consumer complaint?",complaint,Negative
"I want to make a complaint for a service, what should I do?",complaint,Negative
"I'm not happy with the service, I need help making a complaint",complaint,Negative
I want to make a consumer complaint,complaint,Negative
I want to make a complaint,complaint,Negative
"please , ask an agent if i could file a complaint for a service",complaint,Neutral
i want to lodge a complaint for a service,complaint,Negative
"I'm not happy with the service, what should I do to lodge a consumer complaint?",complaint,Negative
"I'm not happy with the service, what do I have to do to make a consumer complaint?",complaint,Negative
"please, could you ask an agent how I can lodge a complaint for a service?",complaint,Neutral
I need help lodging a complaint,complaint,Positive
ask an agent if I could lodge a complaint for a service,complaint,Negative
"i wanna file a complaint, what do i have to do?",complaint,Negative
"I'm discontent with the  service, what should I do to submit a complaint?",complaint,Negative
"im not happy with the service, help me submit a consumer complaint",complaint,Negative
"I'm not happy with the service, can I submit a consumer complaint?",complaint,Negative
where to make a complaint for a service,complaint,Negative
"I'm not happy with the service, what can I do to make a complaint?",complaint,Negative
where do i file a complaint for a service?,complaint,Negative
"im discontent with the service, how can i lodge a complaint?",complaint,Negative
how to lodge a complaint,complaint,Negative
can i lodge a consumer complaint?,complaint,Negative
how can I file a complaint for a service?,complaint,Negative
"I do not like the service and I would like to make a consumer complaint, please",complaint,Positive
I don't like the service and I want to make a complaint,complaint,Negative
"I want to file a consumer complaint for a service, what can I do?",complaint,Negative
"im not happy with the service, can i submit a consumer complaint?",complaint,Negative
"I'm discontent with the service, file a consumer complaint",complaint,Negative
"im discontent with the service, can u file a complaint?",complaint,Negative
"im not happy with the service, i need help making a complaint",complaint,Negative
"I don't like the service, how can  I submit a consumer complaint?",complaint,Negative
"ask an agent where i can lodge a fucking complaint for a service, please",complaint,Neutral
"please, could u ask an agent how i could make a consumer complaint?",complaint,Neutral
where do I file a consumer complaint for a service?,complaint,Negative
"I'm discontent with the service, can I lodge a complaint?",complaint,Negative
"I want to make a consumer complaint, what do I have to do?",complaint,Negative
"I don't like the service, what do I have to do to make a complaint?",complaint,Negative
"I'm discontent with the service, I need help submitting a consumer complaint",complaint,Positive
"please, could u ask an agent where i could file a complaint?",complaint,Neutral
"I want to make a consumer complaint , what can I do ?",complaint,Negative
"I'm not happy with the service, what do I have to do to file a complaint?",complaint,Negative
i dont like the service and i wanna lodge a consumer complaint,complaint,Negative
"I'm not happy with the service, help me make a consumer complaint",complaint,Negative
how do I lodge n consumer complaint?,complaint,Negative
"I'm discontent with the service, how could I submit a complaint?",complaint,Negative
"im not happy with the service, lodge a complaint",complaint,Negative
"I don't like the service, can I make a complaint?",complaint,Negative
"i want to make a complaint for a service, what should i do?",complaint,Negative
"I don't like the service, what should I do to lodge a consumer complaint?",complaint,Negative
"I'm not happy with the service, I need help filing a complaint",complaint,Negative
I need help making a complaint for a service,complaint,Positive
how do i make a complaint?,complaint,Negative
how to make a consumer complaint,complaint,Negative
can i file a ocmplaint for a service?,complaint,Neutral
"im not happy with the service, what should i do to lodge a consumer complaint?",complaint,Negative
"I'm not happy with the service, what do I have to do to file a consumer complaint?",complaint,Negative
"I'm discontent with the service, can I file a complaint?",complaint,Negative
"I don't like the service, help me submit a consumer complaint",complaint,Negative
"I'm not happy with the service, I need help filing a complaint, please",complaint,Negative
"I'm not happy with the service, I need help lodgnig an consumer complaint",complaint,Negative
ask an agent how i can file a complaint,complaint,Negative
"i want to make a consumer complaint for a service, can u help me?",complaint,Positive
"I'm discontent with the service, what can I do to submit a complaint?",complaint,Negative
where do I lodge a complaint?,complaint,Negative
"I don't like the service, how can I make a complaint?",complaint,Negative
"I'm discontent with the service, what should I do to file a consumer complaint?",complaint,Negative
"I want to make a complaint for a service,what do I have to do?",complaint,Negative
"I don't like the service, I need help submitting a complaint",complaint,Negative
how to file a complaint,complaint,Negative
help me file a complaint for a service,complaint,Positive
"I'm discontent with the servbice, what do I have to do to make a complaint?",complaint,Negative
"I'm not happy with the service, can I lodge a consumer complaint?",complaint,Negative
"I don't like the service, what can I do to submit a complaint?",complaint,Negative
I'm discontent with the service and I want to  submit a consumer complaint,complaint,Negative
"I'm discontent with the service, what should I do to make a complaint?",complaint,Negative
can I file a complaint for a service?,complaint,Negative
"I'm discontent with he service, I need help filing a consumer complaint",complaint,Positive
"i want to make a complaint, can u help me?",complaint,Positive
"I want to lodge a consumer complaint, what can I do?",complaint,Negative
"i wanna submit a fucking complaint, could u help me?",complaint,Positive
"I'm discontent with the service, help me make a complaint",complaint,Positive
I'm discontent with the service and I want to submit a complaint,complaint,Negative
"I'm not happoy with the service, file a cosumer complaint, please",complaint,Neutral
"I don't like the service, I need help lodging a consumer complaint",complaint,Negative
"I don't like the service, what do I have to do to file a complaint?",complaint,Negative
can i make a complaint for a service?,complaint,Negative
"I'm not happy with the service, help me submit a consumer complaint",complaint,Negative
where to file a consumer complaint for a service,complaint,Negative
"I want to file a complaint for a sevrice , what can I do?",complaint,Negative
"im not happy with the service , what can i do to submit an complaint?",complaint,Negative
"I want to file a consumer complaint, what should I do?",complaint,Negative
"i want to file an consumer complaint for a service, can u help me?",complaint,Positive
"I'm not happy with the service, what do I have to do to submit a consumer complaint?",complaint,Negative
ask an agent where to file a fucking complaint,complaint,Negative
"I'm discontent with the service, can you fioe a complaint?",complaint,Negative
"could you ask an agent if I can lodge a complaint for a service, please?",complaint,Neutral
"I'd like to lodge a complaint, what do I have to do?",complaint,Positive
"I don't like the service, could you file a consumer complaint, please?",complaint,Negative
"i want to lodge a complaint, can u help me?",complaint,Positive
"I'm not happy with the service, help me file a consumer complaint",complaint,Negative
how can I make a complaint for a srrvice?,complaint,Negative
"I'm discontent with the service, what can I do to file a consumer complaint?",complaint,Negative
"i dont like the service, how do i submit a complaint?",complaint,Negative
"I'm discontent with the service, what should I do to file a complaint?",complaint,Negative
"im not happy with the service and i want to submit a fucking complaint, please",complaint,Negative
"I want to submit a complaint for a service, can you help me?",complaint,Positive
where do i lodge a consumer complaint for a service?,complaint,Negative
"im not happy with the service, what do i have to do to submit a consumer complaint?",complaint,Negative
"I don't like the service, can you file a complaint?",complaint,Negative
"I don't like the service, what should I do to submit a complaint?",complaint,Negative
"I want to lodge an complaint, can you help me?",complaint,Positive
"I'm discontent with the service, help me file a consmuer complaint",complaint,Positive
"i dont like the service, can i submit a consumer complaint?",complaint,Negative
"I'm discontent with the service, can you make a consumer complaint?",complaint,Negative
how can I lodge a consumer complaint for a service?,complaint,Negative
"im not happy with the service, lodge a consumer complaint",complaint,Negative
"I want to file a consumer complaint for a service, what do I have to do?",complaint,Negative
"I'm not happy with the service, how can I submit a consumer complaint?",complaint,Negative
"I want to make a complaint, what should I do?",complaint,Negative
"I don't like the service, can you lodgea consumer complaint?",complaint,Negative
where to lodge a consumer complaint,complaint,Negative
"I dn't like the service, make a consumer complaint",complaint,Negative
"im discontent with the service, submit a consumer complaint",complaint,Negative
can u ask an agent where to lodge a consumer complaint for a service?,complaint,Negative
"I don't like the service, help me file a complaint",complaint,Negative
ask an agent where to file aconsumer complaint for a service,complaint,Negative
can I lodge a complaint?,complaint,Negative
help me make a consumer complaint for a service,complaint,Positive
"I'm not happy with the service, what do I have to do to lodge a complaint?",complaint,Negative
"i dont like the service, what should i do to file a complaint?",complaint,Negative
I'm not happy with the service and I want to submit a complaint,complaint,Negative
"I don't like the service, make a complaint",complaint,Negative
"I'm discontent  with the service, how do I file an consumer complaint?",complaint,Negative
"I don't like the service, can I submit a complaint?",complaint,Negative
"i dont like the service, file a consumer complaint",complaint,Negative
"I'm discontent with the service, I need help filing a complaint",complaint,Positive
"I don't like the service, help me lodge a complaint",complaint,Negative
"I'm not happy with the service, what should I do to lodge an complaint?",complaint,Negative
ask an agent to file a complaint,complaint,Negative
"I'm discontent with the service, can I submit a consumer complaint?",complaint,Negative
"I am discontent with the service, I need help lodging a complaint, please",complaint,Positive
I'm discontent with the service and I want to lodge a complaint,complaint,Negative
help me make a complaint,complaint,Positive
"I don't like the service, can you file a consumer complaint?",complaint,Negative
"I want to lodge a consumer complaint for a service, what can I do?",complaint,Negative
"I'm not happy with the service, submit a consumer complaint",complaint,Negative
"I'm discontent with the service, can you submit a complaint?",complaint,Negative
"I'm discontent with the service, what do I have to do to ldge a complaint?",complaint,Negative
"im discontent with the service, help me file a consumer complaint",complaint,Positive
"could you ask an agent to file a complaint, please?",complaint,Neutral
"I'm discontent with the service, help me submit a consumer complaint",complaint,Positive
"I want to submit a consumer complaint, what can I do?",complaint,Negative
"im not happy with the service, how can i make a consumer complaint?",complaint,Negative
I want to lodge a complaint,complaint,Negative
"I don't like the service, help me make a consumer complaint",complaint,Negative
"I'm discontent with the service, what can I do to make a consumer complaint?",complaint,Negative
ask an agent how to file a complaint for a service,complaint,Negative
I need help filing a complaint,complaint,Positive
"im discontent with the service, can i make a complaint?",complaint,Negative
"I want to file a complaint, can you help me?",complaint,Positive
"I want to lodge a complaint, what should I do?",complaint,Negative
"I'm discontent with the service, can you submit a consumer complaint?",complaint,Negative
"im not happy with the service, what do i have to do to file a complaint?",complaint,Negative
"I'm happy with the service, can I submit a review?",review,Positive
"I'm happy with the service, what can I do to file a comment?",review,Positive
"I want to file a comment for a service, what can I do?",review,Positive
"I'm happy with the service , can I file a review?",review,Positive
"I'm happy with the service, what do I have to do to lodge a comment?",review,Positive
"I'm happy with the service, can you submit an opinion?",review,Positive
"i wanna lodge a comment for a service, what should i do?",review,Neutral
"I'm happy with the service, help me file an opinion",review,Positive
could u ask an agent how to write a fucking opinion for a service?,review,Neutral
i need help writing a comment,review,Positive
"I want to file an opinion, what do I have to do?",review,Positive
"ask an agent how i can leave an opinion for a service, please",review,Positive
"i am happy with the service, help me submit a comment",review,Positive
"I'm happy with the service, lodge a review",review,Positive
"please, can u ask an agent how i could leave an opinion?",review,Positive
"I would like to submit a fucking comment for a service, can you help me?",review,Positive
how do I leave a  comment?,review,Negative
"I'm happy with the service, how do I file an opinion?",review,Positive
ask an agent if i can  leave a fucking review,review,Negative
where can I leave a review?,review,Negative
were to write a comment for a service,review,Neutral
how do I write a review?,review,Neutral
"im happy with the service, can u make a comment?",review,Positive
I'm happy with the service and I want to oldge a comment,review,Positive
"I'm happy with the service, what should I do to make an comment?",review,Positive
"i want to make a review, what do i have to do?",review,Positive
"I'm happy with the service , what do I have to do to file a comment?",review,Positive
"I am happy with the service, could you file a comment, please?",review,Positive
"i am happy with the service, i need help filing a comment",review,Positive
where can I write a review?,review,Neutral
ask an agent to leave a conment,review,Negative
I need help leaving a comment for a service,review,Positive
ask an agent where i can write an opinion,review,Neutral
"I want to make a review, can you help me?",review,Positive
"im happy with the service, help me submit an opinion",review,Positive
where to write an opinion for a service,review,Neutral
"I'm happy with the serviice, I need help lodging a comment",review,Positive
"I want to make an opinion for a service, can you help me?",review,Positive
I need help writing a comment,review,Positive
"im happy with the service, how do i make a comment?",review,Positive
"I want to submit an opinion for a service, what should I do?",review,Positive
"I want to make an opinion, what should I do?",review,Positive
how to leave a comment,review,Negative
"I want to submit a  review, what should I do?",review,Positive
where do I leave an opinion?,review,Negative
"i am happy with the service, how do i submit a comment?",review,Positive
i am happy with the service and i wanna submit a review,review,Positive
help me write an opinion for a service,review,Positive
"please, can u ask an agent where i could write a fucking comment?",review,Positive
"im happy with the service, i need help  lodging an opinion",review,Positive
"I want to lodge an opinion, what can I do?",review,Positive
"i want to make a review for a service, can u help me?",review,Positive
how to leave an opinion for a service,review,Negative
"I'm happy with the service, help me submit an opinion",review,Positive
ask an agent to write a comment,review,Neutral
"I want to lodge an opinion for a service, what do I have to do?",review,Positive
"I want to lodge an opinio for a service, can you help me?",review,Positive
"I want to lodge an opnion for a service, what should I do?",review,Positive
can I write an opinion for an service?,review,Neutral
were can I write an opinion for a service?,review,Neutral
"im happy with the service, i need help submitting a comment",review,Positive
how can I leave a comment?,review,Negative
"I want to lodge a review for a service, what can I do?",review,Positive
how can i write an opinion for a service?,review,Neutral
"I'm happy with the service, how can I lodge an opinion?",review,Positive
could you ask an agent how to write a review for a service?,review,Neutral
"I want to lodge an review, what should I do?",review,Positive
"ask an agent how I can write a fucking opinion, please",review,Positive
can u ask an agent if i can leave a comment?,review,Negative
where to leave a review,review,Negative
"I want to file an opinion, what can I do?",review,Positive
how can I leave a review ?,review,Negative
"i wanna submit a comment for a service, what can i do?",review,Neutral
"I want to file a comment, what should I do?",review,Positive
"I want to make an opinion for a service, what should I do?",review,Positive
"I'm happy with the service, submit an opinion",review,Positive
"I want to submit a comment for a service, what can I do?",review,Positive
"I want to lodge a comment for a service, what should I do?",review,Positive
I want to leave an opinion,review,Neutral
"i want to lodge a review, what can i do?",review,Positive
where do I write a review for a service?,review,Neutral
"I'm happy with the service, make a comment",review,Positive
"i want to make an opinion for a service, what should i do?",review,Positive
